onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	63	-3	E	-1	4	4	1	1	True	1.0	-3	1	1	1	1a	0	1/4	True	4	True				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	0	0	0	True	True	True
2	2	51	-3	E	-1	4	4	2	1	True	1.5	-3	1	1	1	1a	1/2	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	0	0	0	True	True	True
2	2	55	1	G	0	4	4	2	1	True	1.5	-3	1	1	1	1a	1/2	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	4	4	4	True	False	False
4	2	51	-3	E	-1	4	4	2	1	True	2.0	-3	1	1	1	1a	1	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	0	0	0	True	True	True
4	2	55	1	G	0	4	4	2	1	True	2.0	-3	1	1	1	1a	1	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	4	4	4	True	False	False
4	4	63	-3	E	-1	4	4	1	1	True	2.0	-3	1	1	1	1a	1	1/4	False	4	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	0	0	0	True	True	True
6	2	55	1	G	0	4	4	2	1	True	2.5	-3	1	1	1	1a	3/2	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	4	4	4	True	False	False
6	2	58	-2	B	-1	4	4	2	1	True	2.5	-3	1	1	1	1a	3/2	1/8	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	1	1	1	True	False	False
8	4	51	-3	E	-1	4	4	2	1	True	3.0	-3	1	1	1	1a	2	1/4	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	0	0	0	True	True	True
8	4	55	1	G	0	4	4	2	1	True	3.0	-3	1	1	1	1a	2	1/4	False	3	False				False	0	Eb.I[I		Eb	I	I	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	-3	-3	-3	4	4	4	True	False	False
