onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
48	12	55	1	G	0	2	2	2	1	True	1.0	0	2	2	2	2a	4	1/4	False	3	True				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	-1	-1	-2	False	False	False
48	18	73	7	C	1	2	2	1	1	True	1.0	0	2	2	2	2a	4	3/8	False	5	True				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
48	18	78	6	F	1	2	2	1	1	True	1.0	0	2	2	2	2a	4	3/8	False	5	True				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
60	12	56	8	G	1	2	2	2	1	True	1.5	0	2	2	2	2a	5	1/4	False	3	False				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	6	6	5	True	False	False
60	12	62	2	D	0	2	2	2	1	True	1.5	0	2	2	2	2a	5	1/4	False	4	False				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	0	0	-1	True	False	False
60	12	64	4	E	0	2	2	2	1	True	1.5	0	2	2	2	2a	5	1/4	False	4	False				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	2	2	1	True	True	True
66	6	73	7	C	1	2	2	1	1	True	1.75	0	2	2	2	2a	11/2	1/8	False	5	False				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
66	6	78	6	F	1	2	2	1	1	True	1.75	0	2	2	2	2a	11/2	1/8	False	5	False				False	2		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
72	12	45	3	A	0	2	2	2	1	True	2.0	0	2	2	2	2a	6	1/4	False	2	True				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	1	1	1	True	True	True
72	12	52	4	E	0	2	2	2	1	True	2.0	0	2	2	2	2a	6	1/4	False	3	True				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	2	2	2	True	False	False
72	12	55	1	G	0	2	2	2	1	True	2.0	0	2	2	2	2a	6	1/4	False	3	True				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-1	-1	-1	True	False	False
72	6	73	7	C	1	2	2	1	1	False	2.0	0	2	2	2	2a	6	1/8	False	5	True				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
72	6	78	6	F	1	2	2	1	1	False	2.0	0	2	2	2	2a	6	1/8	False	5	True				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	4	4	4	False	False	False
78	6	72	0	C	0	2	2	1	1	True	2.25	0	2	2	2	2a	13/2	1/8	False	5	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-2	-2	-2	False	False	False
78	6	76	4	E	0	2	2	1	1	True	2.25	0	2	2	2	2a	13/2	1/8	False	5	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	2	2	2	True	False	False
84	12	57	3	A	0	2	2	2	1	True	2.5	0	2	2	2	2a	7	1/4	False	3	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	1	1	1	True	True	True
84	12	61	7	C	1	2	2	2	1	True	2.5	0	2	2	2	2a	7	1/4	False	4	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
84	12	67	1	G	0	2	2	2	1	True	2.5	0	2	2	2	2a	7	1/4	False	4	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-1	-1	-1	True	False	False
84	6	71	5	B	0	2	2	1	1	True	2.5	0	2	2	2	2a	7	1/8	False	4	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	3	3	3	False	False	False
84	6	73	7	C	1	2	2	1	1	True	2.5	0	2	2	2	2a	7	1/8	False	5	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
90	6	72	0	C	0	2	2	1	1	True	2.75	0	2	2	2	2a	15/2	1/8	False	5	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-2	-2	-2	False	False	False
90	6	76	4	E	0	2	2	1	1	True	2.75	0	2	2	2	2a	15/2	1/8	False	5	False				False	3		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	2	2	2	True	False	False
96	12	40	4	E	0	2	2	2	1	True	1.0	0	3	3	3	3a	8	1/4	False	2	True				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	2	2	1	True	True	True
96	12	47	5	B	0	2	2	2	1	True	1.0	0	3	3	3	3a	8	1/4	False	2	True				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	3	3	2	True	False	False
96	12	55	1	G	0	2	2	2	1	True	1.0	0	3	3	3	3a	8	1/4	False	3	True				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	-1	-1	-2	False	False	False
96	4	73	7	C	1	2	2	1	1	True	1.0	0	3	3	3	3a	8	1/12	False	5	True				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
96	4	78	6	F	1	2	2	1	1	True	1.0	0	3	3	3	3a	8	1/12	False	5	True				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
100	4	73	7	C	1	2	2	1	1	True	1.167	0	3	3	3	3a	25/3	1/12	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
100	4	78	6	F	1	2	2	1	1	True	1.167	0	3	3	3	3a	25/3	1/12	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
104	4	73	7	C	1	2	2	1	1	True	1.333	0	3	3	3	3a	26/3	1/12	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
104	4	78	6	F	1	2	2	1	1	True	1.333	0	3	3	3	3a	26/3	1/12	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
108	12	56	8	G	1	2	2	2	1	True	1.5	0	3	3	3	3a	9	1/4	False	3	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	6	6	5	True	False	False
108	12	62	2	D	0	2	2	2	1	True	1.5	0	3	3	3	3a	9	1/4	False	4	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	0	0	-1	True	False	False
108	12	64	4	E	0	2	2	2	1	True	1.5	0	3	3	3	3a	9	1/4	False	4	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	2	2	1	True	True	True
108	6	73	7	C	1	2	2	1	1	False	1.5	0	3	3	3	3a	9	1/8	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	5	5	4	False	False	False
108	6	78	6	F	1	2	2	1	1	False	1.5	0	3	3	3	3a	9	1/8	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	4	4	3	False	False	False
114	12	72	0	C	0	2	2	1	1	True	1.75	0	3	3	3	3a	19/2	1/4	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	-2	-2	-3	False	False	False
114	12	76	4	E	0	2	2	1	1	True	1.75	0	3	3	3	3a	19/2	1/4	False	5	False				False	4		V7(13+9)/V	D	I		V7(13+9)/V	V		7	13+9	V	Mm7	False	False	(2, 6, 3, 0)	(5, 4)	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7(13+9)/V, major	V	V	2	2	3	2	2	1	True	True	True
120	12	45	3	A	0	2	2	2	1	True	2.0	0	3	3	3	3a	10	1/4	False	2	True				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	1	1	1	True	True	True
120	12	52	4	E	0	2	2	2	1	True	2.0	0	3	3	3	3a	10	1/4	False	3	True				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	2	2	2	True	False	False
120	12	55	1	G	0	2	2	2	1	True	2.0	0	3	3	3	3a	10	1/4	False	3	True				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-1	-1	-1	True	False	False
126	6	71	5	B	0	2	2	1	1	True	2.25	0	3	3	3	3a	21/2	1/8	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	3	3	3	False	False	False
126	6	73	7	C	1	2	2	1	1	True	2.25	0	3	3	3	3a	21/2	1/8	False	5	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
132	12	57	3	A	0	2	2	2	1	True	2.5	0	3	3	3	3a	11	1/4	False	3	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	1	1	1	True	True	True
132	12	61	7	C	1	2	2	2	1	True	2.5	0	3	3	3	3a	11	1/4	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
132	12	67	1	G	0	2	2	2	1	True	2.5	0	3	3	3	3a	11	1/4	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	-1	-1	-1	True	False	False
132	4	71	5	B	0	2	2	1	2	False	2.5	0	3	3	3	3a	11	1/12	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	3	3	3	False	False	False
132	4	73	7	C	1	2	2	1	1	False	2.5	0	3	3	3	3a	11	1/12	False	5	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	5	5	5	True	False	False
136	4	70	10	A	1	2	2	1	2	True	2.667	0	3	3	3	3a	34/3	1/12	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	8	8	8	False	False	False
136	8	76	4	E	0	2	2	1	1	True	2.667	0	3	3	3	3a	34/3	1/6	False	5	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	2	2	2	True	False	False
140	4	69	3	A	0	2	2	1	2	True	2.833	0	3	3	3	3a	35/3	1/12	False	4	False				False	5		V7(9)	D	I		V7(9)	V		7	9		Mm7	False	False	(1, 5, 2, -1)	(3,)	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(9), major		V	2	2	2	1	1	1	True	True	True
