onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	8.0	0.0	67	1	G	0.0	1.0	1	2	2	3.0	1.0	1/2	True	0	1.0	1.0	0.0	0a	4	0	True	True				False	0	C.I	C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	0	0	0	1	1	1	True	False	False
8.0	2.0	1.0	67	1	G	0.0	2.0	2	2	2	3.0	1.0	1/8	False	0	1.0	1.0	0.0	0a	4	2	False	True				False	1	V	C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
10.0	2.0	1.25	67	1	G	0.0	2.25	0	2	2	3.0	1.0	1/8	True	0	1.0	1.0	0.0	0a	4	5/2	False	False				False	1	V	C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
12.0	2.0	1.5	69	3	A	0.0	2.5	0	2	2	3.0	1.0	1/8	True	0	1.0	1.0	0.0	0a	4	3	False	False				False	1	V	C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	3	3	3	False	False	False
14.0	2.0	1.75	67	1	G	0.0	2.75	0	2	2	3.0	1.0	1/8	True	0	1.0	1.0	0.0	0a	4	7/2	False	False				False	1	V	C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	0	0	0	1	1	1	True	True	True
16.0	2.0	2.0	65	-1	F	0.0	1.0	1	2	2	3.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	4	False	True				False	2	V43	C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	-1	-1	-1	True	False	False
18.0	2.0	2.25	64	4	E	0.0	1.25	0	2	2	3.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	9/2	False	False				False	2	V43	C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	4	4	4	False	False	False
20.0	4.0	2.5	62	2	D	0.0	1.5	0	2	2	3.0	1.0	1/4	True	0	2.0	2.0	1.0	1a	4	5	False	False				False	2	V43	C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	2	2	2	True	False	True
26.0	2.0	3.25	65	-1	F	0.0	2.25	0	2	2	3.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	13/2	False	False				False	2	V43	C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	-1	-1	-1	True	False	False
28.0	2.0	3.5	67	1	G	0.0	2.5	0	2	2	3.0	1.0	1/8	True	0	2.0	2.0	1.0	1a	4	7	False	False				False	2	V43	C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	0	0	0	1	1	1	True	True	False
